Date | Gender | Post 
28-4-2005||Firstly Ra, I dont understand that bit about availability.....  Secondly Dayo, I am not that single and Even when my Mrs becomes a grandma, I will call her in the same building as I have been doing.  Romance is in the personality and the character. You either have it or don't. But then you can build it. "Oooh Feeemi, I will love to hear that even at the cost of a call"
28-4-2005|f|@ Femi, that was just a silly jibe re your post saying how available you were and stuff.  I must say that your woman is very lucky and blessed to have you. Romance is so essential guys!!! Should I say that again? It's the lubricant in any relationship. I think if guys can only start to treat their women the way they did before they got married, this world would be a better place for all partie concerned.  The saying that 'what it took to get me is what it takes to keep me' should be applied more often. But being the softies the good Lord created us as, we make it far too easy for you guys and go all soft on you and stuff.  In any event, it is good to pamper your woman, it makes your life easier and keeps a radiant smile on her face. May my husband text or even call me from in the same room if he so wishes, to profess his undying love. Amen
29-4-2005|m|Husband: This morning, my gift for you is sunshine...go ahead and grab it...I'm sending it on MTN mms...  Wife: Abeg shut up dere...na sunshine we go chop? Wayo man.  And that, my friends, is a Naija woman. QED. ( Engineer Femi should know the meaning of QED ) . Ra...you were saying...you will accept ONLY sunshine and flowers and kisses...maybe I should take you as a second wife...you can submit your application to...(ooops my babe just caught me typing that ..lol..).  Honestly, it's easier said by the women than done. I have an advice for single men. Anything you won't offer when you're married, don't start it when you're single. You just wait until SHE starts demanding for MTN sunshine...on a rainy day.
30-4-2005|f|, these days i can't help but laugh more each time I watch the ad and remember all your replies.
08-4-2005|m|Hi there,  Do you watch the 'Who Wants to be a Millionaire' programme shown on Nigerian TV stations? Let's discuss this TV programme here!  Seun
12-4-2005|f|Sorry, I don't watch[b]" who wants to be a Millionaire" [/b] TV show but I have a friend who has actually participated. He won 0.15% of a million Naira . He said it was fun but stressful; was at the studio for 8.00am and didn't leave until 3.00pm.
12-4-2005||Well, I do watch the program, and I try not to miss it for any thing in the world. Last week, some cats just messed up. A guy who had 80K decided to guess and went home with 15. Another guy had 250 thousand decided to go on when he wasn't sure and left with only 150 thousand.  Well, it's a very nice show. The presenter is Mr. Cool/Slick. I like that guy.  But, coming to think of it, is a million naira that much (5 million is the show's limit)? Because that is a paltry 7,500 thousand dollars. So in the US, when you hear 1 million dollar shows or lotteries, you know they are talking big time. Because that's 135 million naira! That, my friend, can last you a life time in Nigeria.
15-4-2005|f|I love the program and I look out to watch it. It is actually an interesting program coupled with the way it is anchored. The funny thing there is that when you get the 5th question correct,you get 15k(and they make the questions somewhat easy) , thereafter, for additional questions asked, the amount increases and when you fail any, whether or not you are getting close, your still leave with 15k!  Maybe it all boils down to the fact that it isn't easy to make a million naira so fast!
21-4-2005|f|i want to any just be part of any, modeling
23-4-2005|f|Did not quite get that slimbeauty. I skipped the show yesterday. but all the same, It is such a cerebral show such that the guy on the hot seat needs to know virtually everything under the sun!
23-4-2005|f|That makes two of us dominobaby. slimbeauty seems to be looking for a modelling contract of some sorts. I however regret to annouce that we have no need for models here unless of course they wish to contribute handsomely to our various discussion, in which case we throw all doors open in a warm welcoming gesture.
23-4-2005|m|I must have missed it when I was in Nigeria last time (I usually try and watch local programs for comparison to ours). Our version of the show is not very good but you can win the equivillent of 100 million naira
24-4-2005|m|Hunter: The show started running only this year!  The website of the 'Who Wants to be a Millionaire' show in Nigeria is:   Frank Edoho, pictured below, is the handsome and classy 'host' of the show:
24-4-2005|m|Here is our millionaire.    (personally I hate our version, the original UK version is much much better)  I shall keep my eyes peeled next time I am over for the Nigerian who wants to be a millionaire (The questions they choose for local knoweledge are usually interesting here).
25-4-2005|f|Hunter, as Seun said, the show started this year, and I believe it is going to run for a long while. Anyways, it is aired every friday 8.00p.m on NTA and em... I thought you were in Nigeria at present
25-4-2005|m|Nope, not at the moment (just got back home). I was there for about 3 weeks.
27-4-2005||just thought i'd add that the game show seems to be for lagos people only. not a nice way to treat the rest of the country. the show should be dubbed "Lagos who wants to be a millionaire".
27-4-2005|f|modalov, i think i will oppose what you just said, though, I can't tell for sure where your location is. The show might not be aired in all parts of Nigeria, but I did watch it when I was in Ibadan.
30-4-2005||Now this is my example of the perfect gentleman. Mr Slick, shine shine bobo, correct guy. If I was a chick I would have ...
30-4-2005|f|The guy's a lot more finer, una no make d bobo fine with the open mouth for here!
21-5-2005||i just love these programme.despite the fact that i work in a bank,every friday evening, i rush back home to watch the programme,NEPA or no NEPA.i enjoy watching it.and i think frank is good.he is a fine man and i envy kate a lot for having such a fine man as husband.everything about him is just .....whao,he carries the viewers along.one of this days,i shall find time to be on the programme.i want to say more grease to your elbow, seun,it is wonderful programme.i always get most of the questions right.i will surely come on to the programme one of these days.stay blessed.  jolaoso
21-5-2005||seun ,do you actually give out the money(cheques)i mean is it real?  i have to find out.  thanks.  jolaoso
23-5-2005|m|As long as the questions are intelligent, I will watch it when I get back to Naija!
23-5-2005|m|The programme is fantastic.  The moderator is looking cute with good spoken English. He creates tension and panic in the participants, puts everyone in suspense. I love the guy. Splendid performance!
24-5-2005|f|The programme is really good programme - a very educative, entertaining and stess easing one.  I never wish to miss it. The presenter is very good. Infact, he is the best presenter and very,very,very lively.
24-5-2005|m|I know they are multiple choice questions, but what are the examples of questions asked in this Nigerian version of Who Wants to be a Millionaire?
01-6-2005|f|It is a programme I'd really love to be a part of, only that you could not tell if it's reality show because I got a lot of friends that got the scratch card and hence they were not picked. If anybody knows how to register for 'Flying High' plese let me know.
01-6-2005|f|There was a guy that was asked a question about family tree and i think he went for a very dumb answer and he went out with nothing. my bro said it was fear that gripped him so hard.
01-6-2005|f|this guy is definitely the bomb.. i just sit in front of the T.v & trip for his looks, good spoken English & knowledge.. the show is my best show so far in naija T.V..... the auditorium being used is so tech.. i first thot it wasnt a naija idea but thanks be to God .. we re moving higher in Nigeria....no be so? pls jolaoso u said he's married to a kate? which kate o?  thumbs up for the show anyway..  the funniest thing is that.. wen we all sit in our numerous homes watching the contestants, we feel we know all the answers.. but i bet ur arse that if u happen to be on the show.. u will be tensed & u will be no different fro those who make it up to 150K & still make funny decisions that bring them back to 12K
01-6-2005|f|Kate Edoho of AM Express.
13-6-2005|m|Hi guys, I can really see that this Nigerian version of who want to be a millionaire is a must watch from the you talk of it. The version we have here in UK its interesting and real, not a bad idea to copy a good thing since we equally emulate the ugly ones too. I think its time for Nigerians to benefit from the firms that has made a lot from them.  Also, it will be lovely if National lottery be introduced into the country and give our people the chance of being millionaires.  I'll definitely look out for these programme when I be in Nigeria later this year (hope it will still be on)
14-6-2005|f|O!my God.....!So Kate of a.m express is the wife....,good for her.Haba these girls sef, where dem dey catch dem,even Mariam and Charles Anazodo...hmn...hmn...hmn...!.I watched the program a few times when I was at home and I think it is really nice,but the version here in the U.K. is a bit difficult,maybe not for those who are natives here though. but considering if you have to win 1million.....what kinds of questions should one expect they ask....?!Your guess is as good as mine.
14-6-2005|f|pls i wanna get the KATE starit o! am always at work very early so i dont get to watch AM express anymore........ is kate the busty fine girl on AM express
20-6-2005|f|1 million naira is much in Nigeria o...considering the standard of living. But, come to think of it, even 7500USD is not "paltry" to an average American too!
20-6-2005|f|Kate is the lady with the low haircut. I don't know about busty!
20-6-2005|f|delarontus, thanks, now I know who Kate is. She's not the one I thought.
11-4-2005|m|Talking about books reminds me of some Nigerian or other African authors that have written very rich novels, which have even enjoy international recognitions. Those days when I had time to read novels, the African Writers Series and Fontana Novels are my favourites.  Who can forget "Things Fall Apart" by our own Chinua Achebe? If you have read other books and yet to read any of Achebe's book, then you have not read any book. What about "The Man Died" by Wole Soyinka? It is a must read by everybody. Who have read "Cried The Beloved Country", by Alan Paton? Then you must know what I am talking about.  Anybody who has read books by African authors in this forum? Then lets share, our culture is very rich.
11-4-2005|f|Oh Bless! Diakim, you just touched a soft nerve. Even though Things Fall Apart, The Arrow of God and some other Chinua Achebe's books constituted my English literature textbooks while still in College, I took out time to read them years later. They are indeed wonderful works of art.  The Gods Are Not To Blame, Our Husband Has Gone Mad Again, Lion of The Jewel... again the list is really endless. Wole Soyinka's books are not books you flip through and fully understand what he is talking about. They need thourough perusal. Even now, I read his books at least twice before the full meaning sinks. Have you read any of Peter Enahoro's books? They are simply hilarious.  I always get excited when talking about books, I better stop now or go on and on.......
11-4-2005|m|I am yet to read any of Enaharo's books.  Talking about understanding Wole Soyinka's books, and the needs to read it again, you are very correct. I cannot but marvel at his command of the English Language and at how he manipulates words. "The Trials of Brother Jero", and "The Interpreter" are just books you need to read and read again.  Books like "Weep Not Child" and "A Grain of Wheat" by Ngugi Wa Ti O Go (former James Ngugi, I hope got the spellings right), just opened our eyes to the struggles for independent by the Easter African countries.
11-4-2005|f|Reading this post has opened my eyes to a new dimension entirely. I visit the bookstores or internet looking strictly for books by my favorite authors such as J. Archer, Sidney Sheldon, J. Grisham, Robert L. and the rest of them, whereas there are loads of African writers whose books have far deeper meaning and depth than these authors. I am by no means belittling the work of Western authors, I couldn't if I tried, but the fact remains that we are rich in culture and blessed in language. As Africans, we best express ourselves in our diverse languages, now imagine that wealth of expression being married with verse knowledge of English language and put down as a book. As from tomorrow (well, at least for the next couple of months) as time permits, my next purchase of books will definitely be from the African shelves. Trust me, I'll pass on the authors, titles and what the books are about.
11-4-2005|m|That is good. And this is what I will do too as soon as I have the time.  While at it, you might check out "The Radiance of The King" by Camara Laye, Author of the African Child. It was a book I read long time ago about a white man that was attracted to the splendour and wealth of an African king, and he went in search of the monarch...  You can also check out "Toads for Supper", another Fontana Series (I think the Author is Chukwuemeka Ike, I can't be too sure now). This one is unputdownable. I trust you will pass on the details of the books purchased as promised.
11-4-2005|m|That is good. And this is what I will do too as soon as I have the time.  While at it, you might check out "The Radiance of The King" by Camara Laye, Author of the African Child. It was a book I read long time ago about a white man that was attracted to the splendour and wealth of an African king, and he went in search of the monarch...  You can also check out "Toads for Supper", another Fontana Series (I think the Author is Chukwuemeka Ike, I can't be too sure now). This one is unputdownable. I trust you will pass on the details of the books purchased as promised.
11-4-2005|f|@diakim,  I've ordered Toads for Supper on the internet already and should get it in a couple of days. I instantly fell in love with the title. That is precisely the kind of rich expression I was talking about. Speaking of which, who has read Wole Soyinka's The Deceptive Silence of Stolen Voices? Imagine, isn't the title alone captivating? Deceptive silence, suggesting that the voices are indeed not silent yet they are stolen. How intriguing! Suffice to say that 'AKE's' true meaning elude me till date. Better luck when next I read it.
12-4-2005|m|Wole Soyinka books are in a different world from our own. I am still surprise that the guy is a Nigerian. Though I have not read the book "Deceptive Silence...", but from the title I know it is going to be another treat.  Good for you to have ordered the book "Toads for Supper". There are many invaluable lessons to be learnt from it.
12-4-2005|f|hey guys i really love this idea of discussing book because I LOVE TO READ. OH MY GOSH I REALLY REALL DO!!! but one thing is tht ithe only book by an african author i have read is things fall apart. i am more into sidney sheldon, J grisham (hi fi girl!!) etc authors. (hey Ra there was a movie on J grisham's book, "runaway jury" have u seen tht? i mean. i have read many books by many author i usually am not selective about the author. but i will tell u guys tht sidney sheldon really rocks!!! i mean he is such a good author and if you guys get the chance you should really read the books!! okies mabe the guys would not really like the books because they are more of the romantic love stories. but they are all worth it .  Ra i love one of grisham's novel i do not recall the title but it was tht first one tht i read tht drew me to his book. it was about a man who gave up his practice at a profitable firm to help out the homeless people. this was after a homless mother and children he met died in the cold due to asphixiation... do u remember the title?  ok guys i would like to get into african authors so could u all please recommend good novels to me?
12-4-2005|m|If you are really interested in reading books by African Authors then I will suggest a few:  - Toads for Supper (by Chukwuemeka Ike?), a Fontana Series - No Longer At Ease (by Chinua Achebe), African Writers Series - One Man One Wife & One Man One Matchet (by Chinua Acehebe?), African Writers Series - The Concubine (by Elechi Amadi), African Writers Series - Efuru (by Flora Nwapa), African Writers Series  I guarantee you will enjoy reading any of this books. I am sure Ra will have one or two to recommend to you also.  African books are very rich, instructional and educational.
25-4-2005|f|I really must commend African(Nigerian) authors, they take us back to our roots. Apart from the first one (Toads for supper)I have read all the other books enumerated by diakim, very interesting piece of writing. I wonder if anyone have read "The Palmwine Drinkard" by Amos Tutuola. That novel had lots of grammatical errors, it was a transcription in pidgin English prose of an oral tale of his own intervention. Our people back home didn't really appreciate the novel because of the writer's imperfect use of English language but the writer gained world fame with the novel. Talk about a prophet not being recognised in his own land.
25-4-2005|m|I have heard about the book "The Palmwine Drinkard", and also the author, but I have not been opportuned to read the book. I still hope to read it, somedays.  Talk about a prophet not being recognised in his own land,our own Chinua Achebe, even though is on wheel chair is a lecturer in an American university, teaching African Literature.
28-5-2005|m|when u get to read "mine boy" by peter abrahams. you will get to understand the art of african litrature. nothing feels more thrilling than to be on a pure african concept, with great facts emerging from an insight of realities.
28-5-2005|m|Ben Okri's The Famished Road is one classics african book along with Ngugi Wa Thiong'o's Weep Not Child.
28-5-2005|m|what about VIOLIENCE( festus iyayi) any body read that. i think its also good. the book toads for supper is a book to be read by everyone
18-7-2005|f|My best african Author is Cyprain Ewensi. I have read his books over and over again. They are, 'Jagua Nana' and 'Jagua Nana's Daugther'.I also like 'Burning Grass'.
20-7-2005|f|The only book i am proud to have read is, Things fall apart and god's are not to be blame. I didn't just read them as high school books. I read them on my own and loved them
20-7-2005|f|hot angel,  Nice read those. If you can lay your hands on Arrow of God by the same author, go for it. It's a very nice one as should be expected of Chinua Achebe
20-7-2005|f|Okay Ra.
05-9-2005|f|things fall apart -- achebe  that book's on the reading list for colleges i think.
05-9-2005|f|yep it is.
05-9-2005|m|Things fall apart and the center cannot hold... Lovely book. Lovely Video(film).  Any1 read passport of Mallam Ilia?
10-9-2005|f|no. what's it about?
15-9-2005|m|Famished road, things fall apart, Decolonising the Mind (Ngugi wa thiong'o)
18-11-2005|m|I look around for one of my best African Writer of all time..Peter Abraham, author of "The Mine Boy". I read that when I was in primary 4, and It affects my outlook till today, It remains a joy for me, anytime.  There are several authors like Cyprian Ekwensi and his "Burning Grass" and "Mallam Elias Passport".  Wish we could celebrate all these works of professionalism.  There is another one, "A Collection of 12 Plays"..but I don't know the author.  Enough on board...  Maybe later
21-11-2005|f|Hello, Like everyone here, I too am a bibliopath, I cannot live without books and it is very true how rich our culture is. There are up and coming authors that I'm sure you'll enjoy. The celebrated purple hibiscus by chimamanda Ngozi Adichie is one Icarus Girl by Helen Oyeyemi Shakara Dance-hall Queen by Tess Osonye Onwueme(actually made into a series on BBC) What mama said and Tell it to women, also by her are very good and of course, Windsong by our dearly loved May Ellen Ezekiel. There are so many books. It really makes my heart sing when I see people enriching themselves with positive material.
22-11-2005|f|''The Potters Wheel'' by Chukwuemeka Ike is my all time favourite. Very interesting. I hardly ever read african novels (except am compelled to) but after reading it (actually picked it cos i had read all da sidney sheldons, jackie collins, harlequins, blah, blah, blah dat i had in da house) i searched my pops collection for all da african novels he had. .
25-11-2005|m|It is truly marvellous to have stumbled on a site where I can chat to other nigerian bibliophiles!!  For the past few years I've been especially addicted to African authors and African themed books. I have so many favourites and am actually in the process of setting up a book club with the above as the main books to be read.  I'd like to contribute which books I've been reading over the past few years (don't panic...not that many!!)  The Poisonwood Bible ( Barbara Kingsolver)  A Cowrie of Hope - Binwell Sinyangwe  Zenzele - Nozipo Maraire  So Long a letter - Mariama Ba  Nervous Conditions - Tsitsi Damgbaremgba  The Concubine - Elechi Amachi  Everything Good will come - Sefi Atta  Changes - Ama Ata Aidoo  Purple Hibiscus - Chimamanda Ngozi Adichie  Alan Paton - Cry the Beloved Country (MUST READ)  James Ngugi - Weep Not Child, A Grain of Wheat  Wole Soyinka - Ake (MUST READ) particularly if from Abeokuta as I am!!  Chinua Achebe - Everyhing He's ever written  The Devil that Danced on the Water - Aminatta Forna  I could go on but I'll stop there for now!! I'll be visiting this post often now that I've discovered it so please let me know if you've read any of the above and if you haven't I strongly suggest you do. Also, does anyone know where I can get pacesetters novels to buy in the UK?? Thanks a lot!!
28-11-2005|m|I hope you've not all forget "Kongi's Harvest" by Wole Soyinka, it's epitomises everything happening in Nigeria.  I have read like over and over, in fact, it's like a bible now.  One interesting English book is the "Chauser's Tale". I so much loved the book, I read it while waiting to resume University in 196, and I was shocked when I found out it's a text for Part 2 English students.you can imagine the thrill when discussing it with them as if I am a lecturer  Book reading keeps me sane, at least for a while...
19-1-2006|f|i think am movin into d african world again norrmally i read black american authors books . but now am goin african i can remeber readin some books 4 literature when i was in high skool dat was how i got intrested in readin so yall send me d titles
13-2-2006||Soulful, Try this site - www.pacesetternovels.com
24-2-2006|m|in deed africa writters are great, i cant stop loving them,specially CHINUA ACHEBE,NGUGI WA THIONGO , ANY ONE HERE READ DEVIL ON THE CROSS, A MAN FOR THE PEOPLE?
11-4-2005|f|Please, why does my PC keep asking me to get Windows Update because the PC is vulnerable to security attacks from the Internet?  I get the updates everyday and it keeps telling me to update! It's frustrating! Is it the presence of worms, virus or some other threats? I also need to know the best anti-virus to download.
11-4-2005||Because Windows have been updated many times recently. What you need to do is to keep current with tech news so as an Internet user from your own house you'll know the right steps to be taking. Check out:  for more info.
11-4-2005|m|Delarontus,  You probably never wait for the Microsoft Windows Update process to be completed. Microsoft Windows Update needs to download some files from the Internet [I]and then install[/I] them!  What to do: [list] [li]Visit  in Internet Explorer, and wait for it to load. It takes a while.[/li] [li]Click on 'Express Install (Recommended)'. You'll see "Windows Update is looking for available updates..."[/li] [li]Wait until you see the list of packeages that need to be updated.[/li] [li]Now Click 'Install' to download and install the updates. This will take some time![/li] [li]Reboot the computer if instructed and repeat this process until you see 'No updates available'[/li] [/list]  If there are any error messages, please record them [I]word for word[/I] and post them here.  Hope it works for you!
11-4-2005|m|Delarontus,  If you follow the process detailed above by Seun, and you are still experiencing the same problem, let us know. What operating system are you using?
13-4-2005|f|U guys thanx for the replies. I actually tried downloading the updates but some are unsuccessful and are always unsuccesful, don't know why. I'm using Windows XP, service pack 1, Home Edition 2002. I guess i'll continue to get the 'install updates' until i'm able to succeed.
13-4-2005|m|This is the problem I always have with people when I try to help them fix PC problems from a remote location. They refuse to copy down error messages even when specifically asked to do so:  People have taken out of their time to help you and you cannot take the time to write down the error messages. So I'm not happy with you at all.
13-4-2005|f|KB8971781 KB885835 KB890859 KB893066 KB893086 KB873333 KB888113 KB888302 KB890175 KB885836 KB873339 These updates were unsuccessfully installed
13-4-2005|m|"These updates were unsuccessfully installed" In other words, success! Congratulations!  Common problems: a) Your connection to the Internet was interrupted while the updates were being downloaded. b) You are trying to install Windows XP Service Pack 2 update but your PC doesn't have a valid license key. c) Other.  Except for case (a), there must have been some other error message. If (a) is the case, just keep trying or manually download the updates. It takes time for these heavy files to be downloaded!
14-4-2005|f|I already did that yesterday and no longer get the security message. Thanks
16-4-2005|m|Delarontus,  I am sure you have a worm on that machine. I'll recommend using McAfee,.If you have all these Ad-Ware or some other funny programs, remove them.  Most of them only opens up ports and holes in your machine for hackers, which might account for the constant request for upgrade.  Again, check from which source the Notice for Upgrade is coming from?Is it from Micrsoft or when you enter some particular websites?  Do a thorough Virus Scan.
10-5-2005|m|Hi, If your PC keep on telling you to update,try and uninstall any anti-virus on it and reinstall current one i.e the current version like Norton Anti-virus 2004 or 2005,Macaffe 2005 anti-virus. Don't try to download any anti-virus because they can only give you free trial that may lapse say within 30 days which is not adviceable. And it can even cause some virus to enter your system through the Internet. So, with this piece of advise and others you have been receiving,i hope the problem is solved. Thanks, Yours, Francis.
26-5-2005|m|Found this thread and found it interesting, but what I want to ask is, with all the bugs continually been found, and with all the patches been developed for the Windows XP platform, are these incessant updates necessary?  What I'd suggest is very relatively simple. Turn off Automatic Updates. If you need help on how to do this, I'd tell you how to. I really do not think that all of the constant updates are worth it.
26-5-2005|m|Thats a really bad idea Farriel, if you leave your computer insecure you open your self up to a whole wave of identity fraud, hacking, slowed down use etc.  If you really are that worried about it run Linux.
26-5-2005|m|Yeah,  I know it sounds a little weird, but there are far better secure measures to take than download updates incessantly.
30-5-2005|m|Mightbe you might think of trying the alternative OS? I run Mepis linux and cant remember ever bothering about updates, or worms or virii. I open any mail without thinking of attachment problems. And Linux has gotten to the point of being as easy to use as windows.  If u need any further info, I'd be willing to help.
07-6-2005|m|That is the best solution.  I have turned mine off, I will only update my machine when any a new SP is out and when that SP has been around for awhile and it is proved stable.  At the moment I am on SP1 and have no problems, I use McAfee in conjunction with Microsoft AntiSpyware which is free to download if you have a genuine XP copy and not an illegal copy.
07-6-2005|m|Not keeping up to date with security updates while you are using windows is a walk in the dark especially if you are connected to the internet directly. If you are using a router with NAT then you should be safe as long as u dont open any malicious emails.
07-6-2005|m|Jogego, what I find is that some of thier updates are not well thought through and cause more havoc than good.  I tend to rely on a good firewall and a good antispyware and also regular backups.
07-6-2005|m|To support your opinion, can you share your first hand experiences of Windows Updates 'causing havoc' on a system?
07-6-2005|m|My experience was with SP2, I was running XP with SP1 with no problems and then SP2 came out and I updated, boy was that a mistake! I had continual errors and my system kept hanging!  I thought it must be due to a virus and did a full system reinstall, which was fine until I added SP2! and then problems again.  Now I have kept with SP1 and not added SP2 and have no problems whatsoever.  I have turned of the windows update service as well.  I do have the Windows Beta Antispyware as I rate it.
09-6-2005|m|XP2 is very buggy that is a known and documented fact. In fact windows itself is too bloated I guess thats why it cannot be properly secured. To be honest, I never install any updates and just tend to ignore them. I am behind a router and hardware firewall and for all intents and purposes I should be fine.
09-6-2005|m|I install all the updates and I've never had any problems. Some people using pirated software have probs installing XP2. Some software products are also known to conflict with XP2. I have never had problems with any of the updates and I install them as soon as they become available. I think that is the best course of action for the average person.  It would be very wrong to encourage people not to download security updates.
09-6-2005|m|First off, I am not encouraging anybody not to update. Secondly, I put it explicitly that am behind a HARDWARE FIREWALL which is why I cannot be bothered with the stress. The fact that I love walking on the edge does not mean you'all should follow me does it?  And the issues with win XP sp2 are well documented, it ranges from hardware to software and not only for people using pirated copies of windows.
09-6-2005|m|It would be very wrong not to tell people of my experiences with it.  By giving all views people can judge for themselves. Some people may find it ok, some may have the problems I had.  The fact that it worked for you is by no means an indication that it is perfect. I work in a testing environment and you soon realise that what works fine for A may not for B due to different environments and variables.  I also did say that I will wait till they have another stable SP and may try it, but as I am not having any problems now I would like to keep it that way.
09-6-2005|m|jogego: what about browser exploits? Does your hardware firewall protect you from browser exploits?  Vieira: Two questions, - Out of every 1000 installations of SP2 in your testing environment, how many were problematic? - Out of every 1000 unpatched Windows PCs owned by ordinary folks, how many will be compromised?  You wll find that one number is much larger than the other.
09-6-2005|m|Broser exploits? Matey, are you still using IE? I havent used IE for going on close to 4 or 5 years now. Opera, Mozilla and lately Firefox are much better security wise. And seems you still are going on about statistics. I definitely know you dont follow tech news closely. If you did, the problesm caused by SP2 were well documented in most IT magazines, PCW, Pcmag, PCWorld all had stories on it. Some went as far a recommending people not to use it.
09-6-2005|m|Actually when I was talking about testing enviroment I was referring to Lotus Notes. But my company as a whole does not upgrade whenever Windows release a new version.  They stick with proven stable platforms before deciding to move to the next version.  We are actually in the main workplace still running Windows 2000 and only deal with XP on clients locations.  So we very rarely get problems as it is a proven enviroment for our cocktail of applications.  SP2 has a bad rep in my circles but we all use other security software for virus, spyware and firewall protection.  At home I operate XP but use Firefox as my browser and I also have a firewall and antispyware (microsofts actually).
11-6-2005|m|bad news on the mozilla suite front with the return of the frame injection attack :/
11-6-2005|m|bad news on the mozilla suite front with the return of the frame injection attack :/  agreed, but am sure you know the attacks on the mozilla suite is less compared to the attacks on IE. The fact that majority of the web browsing public use IE makes IE more attractive to hackers.
11-6-2005|m|I don't play with updates; it's the least one could do to at least maintain some amount of security. Windows updates, Firefox updates, virus definition files, etc.  Even if you use Firefox on your PC, other people using the same PC might decide to use Internet Explorer at one time or the other. Besides, very few cyber-cafe or company PC administrators would be bold enough to install firefox on the PCs they manage and remove IE! What do you tell people when they notice that some of their websites "aren't working" anymore?
11-6-2005|m|Am not sure you can really uninstall IE. Its been so tightly interwoven into windows that all u can do is pretty much hide it from view. Its good to keep your computer up to date. Since I adminsiter my own computers, I can be pretty sure that nobody can cause any wahala on my network. The general use laptop has simply mepis on it. Linux by design does not allow u to install or do any administrative stuff so its pretty secure. But then, I up date my system files every two weeks.
15-6-2005|m|Important: Windows Security Updates for June 2005!
11-4-2005|f|Every where in the world, it is becoming increasingly clear that schools are no longer what they used to be and consequently pupils/students are a far cry from what they used to be.  In yester years, when schools were indeed institute of learning, parents were always happy to send their errant or somewhat naughty children to boarding schools so as to teach them some well tailored manners. Schools were not just places you went to master your tenses or add up correctly. No. You also learnt to be cultured and well behaved. Teachers were respected and feared more than parents. To some extent, it would seem that parents gladly shelved the responsibility of scolding and training their kids to schools and teachers not to talk of seniors. But if this method produced the desired results was it so wrong? It would also appear that teachers then were just too happy to take on the extra responsibility of instilling discipline in their students.  These days, some schools gain the cool logo because teachers are not allowed to discipline students. Students roam the street when they should be in school. There is absolutely no respect lost for their teachers. I am concentrating more on the public rather than private schools. I am well aware that some private schools manage to instil discipline and a lot of finesse into their students while some merely succeed in turning them into spoilt brats.  Unfortunately for the society that produces these uncultured students, their negative impacts are felt at the universities, in the work force and all the way to the top. Sometime recently in one of the Western countries, the lawmakers actually sat down to pass a bill forbidding parents from smacking their own children. What is the world coming to? Is it part of civilisation to spear the rod and spoil the child? If parents pass on the responsibility to teachers and teachers are hand tied not to punish or God forbid, beat erring students, what hope is there for us as a society and a race at large?  Now, the question is, do you subscribe to the Western views that children should not be punished in school? Do you honestly think that the students coming out of colleges everyday are fully baked and well armed to go into the Universities without succumbing to peer pressure to join cuts and such like?  Finally, what seems to be the way forward, the family or the institutions of learning?
11-4-2005|m|Ra,  If the schools of yesterdays were so good at instilling discipline into the hearts and minds of young people, then why is our country so corrupt? Why have these 'disciplined' children turned out to be corrupt adults?  Is it possible that boarding school, by presenting students with a lot of unreasonable rules, only succeed in teaching young people how to be 'smart' and get around the rules?
12-4-2005||Yeah yeah yeah, "schools and children of nowadays are bla bla bla, in the days past bla bla bla." As far as I know this is just a normal statement parents and adults always make that in their days things were much better than now. Your grandparents did the same, your parents too, you too now, and your children will. Are we then saying that the world is getting worse with each generation? If that's the case, I suppose we would have all perished!
12-4-2005|m|The problems we are facing nowadays with schools and children is that the parents have abadoned their God-given responsibility to discipline their children to the school. The bible says "Spare the rod and spoil the child". No wonder we continue to have secret cults in our higher institutions of learnings. This is because most of the students did not receive the required home trainings.  In this our jet age, parents hardly have the time to be interested in what their kids are doing. All they do is think about how to make more money. A child that is left to himself/herself will definetly get spoilt. You cannot use money or gifts to substitute good moral and religious trainings for your children as some parents do.  There is nothing that can substitute godly training for children, and this has to be started at their early and formative age, and to be done by the parents. If the parents are hypocritical, the schildren will see into them and end up adopting their negative habits.  To answer, your question Ra, I don't subscribe to this so called western civilisation of not punishing children in schools. Let children be disciplined in schools, as in the olden days. But let their be a committee set up by the PTA to address any child abuse or act of wickedness that might be perpetrated by any teacher against any of the children.
12-4-2005|m|If the schools of yesteryears were so wonderful and good at instilling discipline into the current generation of adults, then why is our country so corrupt? How come the "undisciplined" white boys and girls are able to run their countries better than we can in Africa in general? How come you don't have interracial killings breaking out from time to time in the US, for example.
12-4-2005|m|Seun, the answer to the question you just raised is very complex. The african nation is cursed. That is why we continue to have bad leadership, and ethnic and religious crisis. That is why we are bedevilled by so much problems.  This situation is clearly beyond the issue of discipling children at homes or in schools. The western world or the whites have their own maladies too, but the african case is beyond normal.
